cl	perturbed_node	pearsonr	pval_pearson	spearmanr	pval_spearman	NPERT	PANEL	REP
ras	C3GActive	-0.9999988745858771	9.961378525087591e-27	-0.7416198487095662	0.008988517447141386	8	ras	8
ras	boundEGFReceptor	0.35629618591504103	0.28215195588283104	-0.5722477893950596	0.06582113379074359	8	ras	8
ras	PI3KActive	0.9998940721020865	7.583946171162416e-18	0.7862453931068967	0.004107170978877596	8	ras	9
ras	boundEGFReceptor	-0.7774133777834598	0.0048606558479040675	-0.8979172630345245	0.00017497744539854507	8	ras	9
ras	MekActive	0.9968611284984956	3.1691474227032605e-11	0.5749906526320674	0.06424109150322609	8	ras	9
ras	PI3KActive	0.9971307990935152	2.1161854351617462e-11	0.8574002187631722	0.0007410297897482726	8	ras	10
ras	MekActive	0.9562665415913343	4.2039476256955e-06	0.5452497568062706	0.08278956494354821	8	ras	10
ras	bRafActive	0.9942231271312879	4.91401005853535e-10	0.6123724356957945	0.045204443032122885	8	ras	10
ras	PI3KActive	0.9737306951597421	4.350281268135696e-07	0.3734080224074693	0.2579878719570162	8	ras	11
ras	Raf1Active	-0.3042652848622615	0.36297970682620095	0.05313139275527819	0.8767055287664923	8	ras	11
ras	AktActive	0.9999438037098588	4.3758656721157e-19	-0.11688906406161201	0.7321515491876815	8	ras	11
ras	ErkActive	0.9950486267680947	2.458092594904703e-10	0.6359605381627211	0.03543973886677326	8	ras	11
ras	RasActive	-0.7361203593800393	0.009796347060898363	-0.7818393231813858	0.0044713593296622995	8	ras	12
ras	Raf1Active	0.2821277523413281	0.4006055730737872	0.010529232878566532	0.9754889109415499	8	ras	12
ras	ErkActive	0.9974791833643126	1.1824476200369448e-11	0.6821835028427485	0.020747666214978075	8	ras	12
ras	MekActive	0.9937827484761554	6.834974637127069e-10	0.5353361248643386	0.08968512015126272	8	ras	13
ras	boundEGFReceptor	-0.7368126272535092	0.009691861867893057	-0.8932648419825322	0.00021235889326911731	8	ras	13
ras	SosActive	-0.15757538987183162	0.6435628973967595	0.10000000000000002	0.7698749998921366	8	ras	13
ras	PI3KActive	-0.9997998896140525	1.3274048893171522e-16	-0.7880384293992558	0.003965431455067828	8	ras	14
ras	RasActive	-0.20770661921799805	0.5399799718633265	0.07645095721079945	0.8232145669247826	8	ras	14
ras	boundEGFReceptor	-0.5108667485887584	0.10829652371717315	-0.2372734736516101	0.48236033393909294	8	ras	14
ras	MekActive	0.9969989073192708	2.5900290414501412e-11	0.6903452589658139	0.018700873180263942	8	ras	14
ras	AktActive	0.9999950058260653	8.137629265369438e-24	0.701334384369672	0.016178555199631278	8	ras	15
ras	ErkActive	0.9874506146417883	1.5973261675387812e-08	0.5834500350116707	0.05952998823806007	8	ras	15
ras	Rap1Active	0.11052574988869455	0.7463068582432109	0.2004561009344103	0.5545252303435375	8	ras	15
ras	C3GActive	0.9999992710710333	1.4109041344358823e-27	0.5393598899705937	0.08684229054535089	8	ras	15
ras	P90RskActive	0.9999964253051488	1.807122873567875e-24	0.052646164392832664	0.8778242203599205	8	ras	16
ras	PI3KActive	0.9956424487228711	1.3845030846299374e-10	0.36999783205030423	0.2627062006007282	8	ras	16
ras	AktActive	0.9999415795662122	5.21098339919357e-19	-0.11582156166423187	0.7345211280698183	8	ras	16
ras	Rap1Active	0.1145755463501093	0.7372895884785537	0.20000000000000004	0.5554454421055854	8	ras	16
ras	AktActive	0.9999961358040725	2.5655367466756774e-24	0.701334384369672	0.016178555199631278	8	ras	17
ras	bRafActive	0.9956848772961437	1.3249462160650622e-10	0.7013343843696721	0.016178555199631278	8	ras	17
ras	boundEGFReceptor	-0.746796656653446	0.00827349323750697	-0.8766498129483014	0.0003972118778914046	8	ras	17
ras	ErkActive	0.9981641575808512	2.841396532061314e-12	0.8574929257125441	0.0007389679098032443	8	ras	17
ras	MekActive	0.9858864990961703	2.7037807294048446e-08	0.5402702026688978	0.08620752080752266	8	ras	18
ras	Raf1Active	0.33801923119885346	0.30929785687562583	-0.05313139275527819	0.8767055287664923	8	ras	18
ras	bRafActive	0.9948504054876199	2.932161621118047e-10	0.48148148148148145	0.13374505035979448	8	ras	18
ras	SosActive	-0.15976086339855108	0.6389090786292044	0.0	1.0	8	ras	18
ras	AktActive	0.9999931674106343	3.334603592216312e-23	0.6965141596603885	0.017252755414286003	8	ras	19
ras	bRafActive	0.9959927594116612	9.500034959635872e-11	0.524150396114833	0.09790839471262358	8	ras	19
ras	C3GActive	0.9999988289434792	1.1912808108966584e-26	0.5393598899705937	0.08684229054535089	8	ras	19
ras	MekActive	0.9874778956390705	1.581821724302665e-08	0.5763019215017807	0.06349486982818654	8	ras	19
ras	MekActive	0.9994471300230932	1.2849144761132603e-14	0.5763019215017807	0.06349486982818654	8	ras	20
ras	AktActive	0.9999914342679281	9.222515198901464e-23	0.701334384369672	0.016178555199631278	8	ras	20
ras	Rap1Active	0.11045667597385968	0.7464609093809849	0.20000000000000004	0.5554454421055854	8	ras	20
ras	SosActive	-0.15492116815266266	0.6492303597653628	0.10000000000000002	0.7698749998921366	8	ras	20
ras	P90RskActive	0.9999989425954403	7.52487285938117e-27	0.8337063426237985	0.0014276171144483641	8	ras	21
ras	RasActive	-0.7348103206821134	0.009996311759720575	-0.6163858425120705	0.04342565954295555	8	ras	21
ras	ErkActive	0.9952607952246333	2.0190150482277736e-10	0.6821835028427485	0.020747666214978075	8	ras	21
ras	SosActive	-0.11310161859353127	0.7405680554830331	-0.3006841514016155	0.3689389905231536	8	ras	21
ras	RasActive	-0.6199491532174022	0.04188743947686793	-0.7075275528876864	0.014869954935686915	8	ras	22
ras	AktActive	0.99998804342026	4.1365513971061e-22	0.5819587255022071	0.06034289963352761	8	ras	22
ras	C3GActive	0.9999989867710858	6.210091155893184e-27	0.7416198487095662	0.008988517447141386	8	ras	22
ras	MekActive	0.9680200957357098	1.0455765914317446e-06	0.8827825436114035	0.0003186768177138665	8	ras	22
ras	P90RskActive	0.999996374966824	1.924492398935858e-24	-0.010626278551055636	0.9752630567593857	8	ras	23
ras	AktActive	0.9999763085739777	8.975531960988245e-21	-0.11688906406161201	0.7321515491876815	8	ras	23
ras	Rap1Active	0.11090969802668037	0.7454507152992831	0.2004561009344103	0.5545252303435375	8	ras	23
ras	MekActive	0.988440168851243	1.1053310883685834e-08	0.6153077308173559	0.04389865020300197	8	ras	23
ras	AktActive	0.9999961762828026	2.4467977984029756e-24	0.701334384369672	0.016178555199631278	8	ras	24
ras	bRafActive	0.9940257315331456	5.714479571211299e-10	0.5277777777777778	0.09518969115227849	8	ras	24
ras	Rap1Active	0.10715338128300567	0.753837671048753	0.20000000000000004	0.5554454421055854	8	ras	24
ras	SosActive	-0.15624058530172497	0.6464109487191207	0.1009216784699164	0.7678039873783449	8	ras	24
ras	PI3KActive	0.999817433071229	8.784164970087752e-17	0.7934920476158723	0.0035565152271831934	8	ras	25
ras	C3GActive	0.9999989177448851	8.354053609812169e-27	0.5393598899705937	0.08684229054535089	8	ras	25
ras	bRafActive	0.9962370049694943	7.161010761597637e-11	0.5462962962962963	0.08208285183278619	8	ras	25
ras	ErkActive	0.9791440010389949	1.5521520939470536e-07	0.5834500350116707	0.05952998823806007	8	ras	25
ras	RasActive	-0.023937214030321594	0.9443063914393403	-0.05733821790809959	0.8670153950374769	8	ras	26
ras	Raf1Active	0.3635157987089038	0.27180843765381457	0.010626278551055636	0.9752630567593857	8	ras	26
ras	boundEGFReceptor	0.3740976334126666	0.25703963573978195	-0.4559372630952508	0.1587080006738135	8	ras	26
ras	C3GActive	-0.9999986681279341	2.1256658110835857e-26	-0.7416198487095662	0.008988517447141386	8	ras	26
ras	PI3KActive	0.999226269912938	5.82889192762872e-14	0.3734080224074693	0.2579878719570162	8	ras	27
ras	AktActive	0.9999525689355501	2.040177461355162e-19	-0.11688906406161201	0.7321515491876815	8	ras	27
ras	ErkActive	0.9952167893524925	2.1046277386726553e-10	0.6359605381627211	0.03543973886677326	8	ras	27
ras	SosActive	-0.15952599835046033	0.63940865131289	0.0	1.0	8	ras	27
ras	AktActive	0.9999747263136797	1.2006252230465817e-20	-0.11582156166423187	0.7345211280698183	8	ras	28
ras	boundEGFReceptor	-0.7517012741985463	0.007635237160195649	-0.9677035788144097	1.0924566787335626e-06	8	ras	28
ras	SosActive	-0.15455777907435245	0.6500075995152439	0.10000000000000002	0.7698749998921366	8	ras	28
ras	Raf1Active	0.24859748802532003	0.46105218193698677	-0.052646164392832664	0.8778242203599205	8	ras	29
ras	boundEGFReceptor	0.48086997892652916	0.13431143882907812	-0.3861509473153654	0.2407877023579667	8	ras	29
ras	C3GActive	-0.9999988977619677	9.070956794954386e-27	-0.1689343445998715	0.61950353128668	8	ras	29
ras	MekActive	0.9948868132017101	2.840170441578021e-10	0.5749906526320674	0.06424109150322609	8	ras	29
ras	PI3KActive	0.9976678198531	8.33475979485209e-12	0.7934920476158723	0.0035565152271831934	8	ras	30
ras	Rap1Active	0.11177408060064868	0.7435242271670283	0.2004561009344103	0.5545252303435375	8	ras	30
ras	ErkActive	0.9999931446451258	3.3848933737942556e-23	0.6359605381627211	0.03543973886677326	8	ras	30
ras	MekActive	0.9993584863689075	2.508661462496758e-14	0.5402702026688978	0.08620752080752266	8	ras	30
ras	RasActive	-0.013062286914015555	0.9695943131293958	-0.09622504486493762	0.7783712895920245	8	ras	31
ras	C3GActive	0.9998747214952595	1.6135452195639813e-17	0.47193990372426947	0.14275619048457336	8	ras	31
ras	ErkActive	0.9623477696754001	2.162186321652642e-06	0.6884710413137716	0.019157520913212173	8	ras	31
ras	Rap1Active	0.11029669928474649	0.7468177271431198	0.2004561009344103	0.5545252303435375	8	ras	31
ras	RasActive	0.01088832538904135	0.9746532039121739	-0.6639528095680696	0.025887687287594514	8	ras	32
ras	Raf1Active	0.3266043431471595	0.3269425941416213	0.010626278551055636	0.9752630567593857	8	ras	32
ras	C3GActive	0.9999989925310993	6.0527998468740514e-27	0.7416198487095662	0.008988517447141386	8	ras	32
ras	PI3KActive	0.9899408582958569	5.924774254016267e-09	0.8047478161629567	0.0028122387221341705	8	ras	32
ras	P90RskActive	0.9999944400884434	1.318914176177942e-23	0.03187883565316692	0.9258673251131015	8	ras	33
ras	MekActive	0.9904236786415174	4.751636181086805e-09	0.5802902176814089	0.06126129522846285	8	ras	33
ras	C3GActive	0.9999984210914616	4.571091528149682e-26	0.5393598899705937	0.08684229054535089	8	ras	33
ras	SosActive	-0.15685961619005845	0.645089600085876	0.0	1.0	8	ras	33
ras	P90RskActive	0.9999979971981066	1.3328591072231538e-25	-0.08423386302853225	0.8055007195867997	8	ras	34
ras	AktActive	0.9999757816584226	9.909443379813302e-21	-0.11582156166423187	0.7345211280698183	8	ras	34
ras	ErkActive	0.9905066175375118	4.5697783642768464e-09	0.5781216125786003	0.06246906247867973	8	ras	34
ras	boundEGFReceptor	-0.7127389433155995	0.013829308361236175	-0.9583987367104251	3.3676097516439615e-06	8	ras	34
ras	MekActive	0.9756886375025361	3.0787164747136553e-07	0.5402702026688978	0.08620752080752266	8	ras	35
ras	Raf1Active	-0.21026074564048952	0.5348938781556802	0.05313139275527819	0.8767055287664923	8	ras	35
ras	Rap1Active	0.11217727710626549	0.7426260555866137	0.2004561009344103	0.5545252303435375	8	ras	35
ras	SosActive	-0.1524307866480633	0.6545632056849651	0.1009216784699164	0.7678039873783449	8	ras	35
ras	P90RskActive	0.999995516053203	5.010531079647854e-24	-0.09563650695950073	0.779697899616551	8	ras	36
ras	AktActive	0.9999971835878826	6.180814174245448e-25	0.701334384369672	0.016178555199631278	8	ras	36
ras	Rap1Active	0.11131379297152506	0.7445499272462337	0.2004561009344103	0.5545252303435375	8	ras	36
ras	C3GActive	0.9999975136594101	3.5272461084914204e-25	0.5393598899705937	0.08684229054535089	8	ras	36
ras	AktActive	0.9999736511228319	1.4481969975867816e-20	-0.11688906406161201	0.7321515491876815	8	ras	37
ras	ErkActive	0.9999372522320926	7.187333004820954e-19	0.5794400216170997	0.06173289324960819	8	ras	37
ras	C3GActive	0.9999987695606628	1.4882801387969416e-26	0.5393598899705937	0.08684229054535089	8	ras	37
ras	SosActive	-0.153882969973821	0.6514517543900951	0.10000000000000002	0.7698749998921366	8	ras	37
ras	RasActive	-0.36959178374324336	0.2632712429143478	-0.6782505506992306	0.021788844917104602	8	ras	38
ras	C3GActive	0.9999984598318485	4.087616890371757e-26	0.7416198487095662	0.008988517447141386	8	ras	38
ras	ErkActive	0.9989065378895035	2.7628115122357034e-13	0.6982370757884476	0.016863104695582925	8	ras	38
ras	PI3KActive	0.9995360482081934	5.837862318606078e-15	0.8047478161629567	0.0028122387221341705	8	ras	38
ras	MekActive	0.986946277780903	1.9058209047417852e-08	0.5802902176814089	0.06126129522846285	8	ras	39
ras	Raf1Active	-0.34823001113264296	0.29396321941361947	0.05313139275527819	0.8767055287664923	8	ras	39
ras	C3GActive	0.9999991426077965	2.9290168576339947e-27	0.5393598899705937	0.08684229054535089	8	ras	39
ras	SosActive	-0.1515360309015979	0.6564827735026908	0.1009216784699164	0.7678039873783449	8	ras	39
ras	Raf1Active	0.3316205158100261	0.3191239175385624	-0.052646164392832664	0.8778242203599205	8	ras	40
ras	boundEGFReceptor	0.4161199791881867	0.20302877033867375	-0.46989452625122785	0.14473629138871555	8	ras	40
ras	C3GActive	-0.999999320671342	1.0274810218762286e-27	-0.7416198487095662	0.008988517447141386	8	ras	40
ras	MekActive	0.9964142706546193	5.7647712702394756e-11	0.5353361248643386	0.08968512015126272	8	ras	40
ras	P90RskActive	0.9999937235417008	2.2757603740840686e-23	0.021252557102111273	0.9505456605033478	8	ras	41
ras	Rap1Active	0.1131590471065038	0.7404402439674596	0.2004561009344103	0.5545252303435375	8	ras	41
ras	ErkActive	0.9958061795154243	1.1655982589826123e-10	0.6359605381627211	0.03543973886677326	8	ras	41
ras	MekActive	0.9971332147245614	2.1081870959784328e-11	0.5402702026688978	0.08620752080752266	8	ras	41
ras	RasActive	0.3846964949710247	0.24271645240262152	0.20976176963403032	0.5358859377978678	8	ras	42
ras	AktActive	0.9999927074116551	4.470721638313259e-23	0.5685785754425927	0.06797553074396756	8	ras	42
ras	bRafActive	-0.996103895639346	8.371969753645362e-11	-0.5688312786486196	0.06782565271681709	8	ras	42
ras	SosActive	-0.36551707957319934	0.26897951692160427	-0.4009122018688206	0.2217164105348376	8	ras	42
ras	RasActive	-0.11559583527689662	0.7350224491597739	-0.1828275852433815	0.5905273618617441	8	ras	43
ras	C3GActive	0.9999282470776112	1.314159482832084e-18	0.47193990372426947	0.14275619048457336	8	ras	43
ras	ErkActive	0.9900790708001549	5.568259713991012e-09	0.6884710413137716	0.019157520913212173	8	ras	43
ras	Rap1Active	0.10969637737684591	0.7481571040857077	0.2004561009344103	0.5545252303435375	8	ras	43
ras	PI3KActive	0.9664601810797165	1.2925573627916699e-06	0.7934920476158723	0.0035565152271831934	8	ras	44
ras	AktActive	0.9999959606305681	3.132009662905468e-24	0.701334384369672	0.016178555199631278	8	ras	44
ras	bRafActive	0.9958040390326132	1.1682741570878257e-10	0.5925925925925926	0.0547085667699449	8	ras	44
ras	Rap1Active	0.10802633059394892	0.7518864201317623	0.2004561009344103	0.5545252303435375	8	ras	44
ras	Raf1Active	-0.2620128784007803	0.4363829138546903	0.052646164392832664	0.8778242203599205	8	ras	45
ras	ErkActive	0.9972448607075886	1.763382099169543e-11	0.5781216125786003	0.06246906247867973	8	ras	45
ras	boundEGFReceptor	-0.7502574512818174	0.007819249342798816	-0.9583987367104251	3.3676097516439615e-06	8	ras	45
ras	MekActive	0.9993497005472596	2.6669835828067065e-14	0.5353361248643386	0.08968512015126272	8	ras	45
ras	RasActive	-0.053013232387946856	0.8769779283332607	-0.11467643581619918	0.7370653223730221	8	ras	46
ras	Raf1Active	0.26367485941487123	0.4333710879282749	0.010626278551055636	0.9752630567593857	8	ras	46
ras	boundEGFReceptor	-0.7810415804443005	0.004539763117719973	-0.8653503156705781	0.0005793444526504148	8	ras	46
ras	RasActive	-0.3262415948724094	0.3275119318603777	-0.6782505506992306	0.021788844917104602	8	ras	47
ras	Raf1Active	0.27682010480556013	0.40990178219600926	0.010777013435226059	0.9749122550304614	8	ras	47
ras	ErkActive	0.9868072971903711	1.998446811731527e-08	0.6982370757884476	0.016863104695582925	8	ras	47
ras	C3GActive	0.9999990561733444	4.512622514837024e-27	0.7416198487095662	0.008988517447141386	8	ras	47
ras	P90RskActive	0.9999983602784923	5.418498021141361e-26	0.8406070479476325	0.0011922001005289394	8	ras	48
ras	RasActive	-0.7428832636670096	0.008810014837580725	-0.7075275528876864	0.014869954935686915	8	ras	48
ras	C3GActive	0.9999990049425448	5.724408409765428e-27	0.7416198487095662	0.008988517447141386	8	ras	48
ras	PI3KActive	0.998578456740312	8.993954516415103e-13	0.8047478161629567	0.0028122387221341705	8	ras	48
ras	P90RskActive	0.9999755780301913	1.0289930417431217e-20	0.3987494971033641	0.2244532010205892	8	ras	49
ras	RasActive	0.42967426650660046	0.18719461690351483	0.19030051422496397	0.5751579299497229	8	ras	49
ras	Raf1Active	0.2820699136947371	0.40070631070737234	0.010777013435226059	0.9749122550304614	8	ras	49
ras	bRafActive	-0.9934986057244859	8.354031321700515e-10	-0.5149547751303623	0.10502677428848688	8	ras	49
ras	Raf1Active	0.3429603188103368	0.30182406440757875	0.46328624665692747	0.151251181271955	2	ras	0
ras	bRafActive	-0.9943561292310185	4.425863864303378e-10	-0.5046083923495819	0.11342886845579629	2	ras	0
ras	SosActive	-0.13202138729018464	0.6987956725233191	-0.3027650354097492	0.3654701836821982	2	ras	0
ras	AktActive	0.9999966730546681	1.3080307126527582e-24	0.7808688094430302	0.004554678823032768	2	ras	0
ras	RasActive	-0.074767349250657	0.8270564850758104	-0.12510864843424485	0.713977780338535	2	ras	0
ras	C3GActive	0.9897768383379536	6.370577261227322e-09	0.2721655269759087	0.4181398899411647	2	ras	0
ras	Rap1Active	0.08867963503478642	0.7954183583803845	0.3146426544510455	0.34599366149447675	2	ras	0
ras	ErkActive	-0.7457749521651206	0.008411201260886193	-0.6301525577106745	0.03769224087489646	2	ras	0
ras	P90RskActive	0.9869746425650809	1.887333221891175e-08	0.494873945292627	0.12171940685140975	2	ras	0
ras	Raf1Active	0.25638561620016453	0.44665365998224277	-0.032331040305678176	0.924818291258568	2	ras	1
ras	bRafActive	-0.9963287738139208	6.40885151934295e-11	-0.28014010508757664	0.40407461755747875	2	ras	1
ras	SosActive	-0.15896377644652923	0.6406050784237785	0.0	1.0	2	ras	1
ras	C3GActive	-0.9999976584468871	2.6926575441323104e-25	-0.7416198487095662	0.008988517447141386	2	ras	1
ras	MekActive	0.937482451568614	2.0421470625289275e-05	0.20322945480961002	0.5489430622924165	2	ras	1
ras	P90RskActive	0.24780245416488553	0.46253388230413284	0.07370463014996573	0.8294833207213924	2	ras	1
ras	PI3KActive	0.767153638673319	0.005858623062659694	0.6359337738364604	0.03544989775802208	2	ras	1
ras	boundEGFReceptor	0.05697411461802759	0.8678534506297827	-0.5396808420311132	0.08661813588880589	2	ras	1
ras	Raf1Active	0.3428876581670769	0.3019332476381001	0.46328624665692747	0.151251181271955	2	ras	2
ras	bRafActive	-0.993690881700269	7.300383881227445e-10	-0.5046083923495819	0.11342886845579629	2	ras	2
ras	RasActive	-0.08853930539512593	0.7957361845285331	-0.20851441405707474	0.5383692431650318	2	ras	2
ras	C3GActive	0.07872869707842581	0.8180224195115485	-0.06757373783994859	0.843509432369986	2	ras	2
ras	Rap1Active	0.08867963503478642	0.7954183583803845	0.0	1.0	2	ras	2
ras	ErkActive	-0.9999914114187991	9.333737783378654e-23	-0.8574929257125441	0.0007389679098032443	2	ras	2
ras	PI3KActive	0.9969546042028847	2.766410136569686e-11	1.0	0.0	2	ras	2
ras	boundEGFReceptor	-0.1705642064460146	0.6160779859874324	-0.41128680631251147	0.20886213838300385	2	ras	2
ras	Raf1Active	0.3168298762859678	0.3424676163303667	0.07455673510728723	0.8275373383521696	2	ras	3
ras	bRafActive	-0.9948094146431982	3.0384859587683987e-10	-0.6123724356957945	0.045204443032122885	2	ras	3
ras	C3GActive	0.08662191762608115	0.8000815610832585	-0.2041241452319315	0.5471471209071816	2	ras	3
ras	Rap1Active	0.09660589352854249	0.7775131098427039	0.06359337738364605	0.8526377431532544	2	ras	3
ras	MekActive	0.9169764792439734	7.101933229939753e-05	0.4393043037464556	0.1764141915544011	2	ras	3
ras	P90RskActive	0.9999976097466645	2.9540016329083774e-25	0.5791078083211593	0.06191783639720148	2	ras	3
ras	PI3KActive	0.7027610741442184	0.015870046028893994	0.6359337738364604	0.03544989775802208	2	ras	3
ras	boundEGFReceptor	-0.18492416033019266	0.5861997296168003	-0.3357382262355197	0.3127815943040631	2	ras	3
ras	Raf1Active	0.3124260050616234	0.3495864331721011	0.46328624665692747	0.151251181271955	2	ras	4
ras	bRafActive	-0.9952341851585703	2.0704540123849452e-10	-0.5046083923495819	0.11342886845579629	2	ras	4
ras	SosActive	-0.11723914060750446	0.7313749257481577	-0.2009153365899782	0.5535993138131661	2	ras	4
ras	AktActive	0.9999959501212342	3.1688457757358896e-24	0.7808688094430302	0.004554678823032768	2	ras	4
ras	RasActive	-0.14519051031021876	0.6701491237558395	-0.6641676907688202	0.025822340078357674	2	ras	4
ras	C3GActive	-0.9999980124130621	1.2878962725539303e-25	-0.7416198487095662	0.008988517447141386	2	ras	4
ras	ErkActive	0.004083762578383275	0.9904923303488355	-0.32522979546727726	0.3291027528939834	2	ras	4
ras	P90RskActive	0.07033494167487463	0.8371871332232875	0.5964538808582979	0.0527549102119523	2	ras	4
ras	boundEGFReceptor	-0.13241070875623967	0.6979435076998144	-0.018609684207969417	0.9566902587155852	2	ras	4
ras	Raf1Active	-0.29287553207130645	0.382104673366894	-0.22315184957216838	0.5095319726136249	2	ras	5
ras	SosActive	-0.021202432550891732	0.9506621770099438	0.30000000000000004	0.37008312228206786	2	ras	5
ras	RasActive	-0.21090256165468765	0.5336189458768124	0.06735753140545633	0.8440048326802516	2	ras	5
ras	C3GActive	-0.2011403839567641	0.5531457979420793	-0.40451991747794525	0.21719492230471593	2	ras	5
ras	Rap1Active	-0.1041388410648575	0.7605857698222709	0.10000000000000002	0.7698749998921366	2	ras	5
ras	MekActive	0.9915946725620172	2.6465217006639975e-09	0.7435223956449145	0.008720705526450915	2	ras	5
ras	P90RskActive	0.9999974977534163	3.6299315516632044e-25	0.5738190417570044	0.0649128321701482	2	ras	5
ras	PI3KActive	-0.6819988545252322	0.02079573905972357	-0.4046851288050203	0.21698918010099824	2	ras	5
ras	boundEGFReceptor	0.23744123676639825	0.48204149207997515	-0.046524210519923545	0.8919549801360699	2	ras	5
ras	Raf1Active	0.2883655932074789	0.3898147962839821	0.46328624665692747	0.151251181271955	2	ras	6
ras	bRafActive	-0.9934865901060833	8.423589252446218e-10	-0.5046083923495819	0.11342886845579629	2	ras	6
ras	SosActive	-0.11972843953606453	0.7258591277725803	-0.3154322232068023	0.34471860539216426	2	ras	6
ras	RasActive	-0.08776046510608428	0.7975006493536291	-0.12510864843424485	0.713977780338535	2	ras	6
ras	C3GActive	0.9889414959138264	9.060610570548022e-09	0.5520524474738834	0.0782674317943418	2	ras	6
ras	Rap1Active	0.08867963503478617	0.7954183583803845	0.0	1.0	2	ras	6
ras	ErkActive	-0.8081912825025733	0.0026096648680005376	-0.6374378004044042	0.03488216276554992	2	ras	6
ras	P90RskActive	0.9889216947738865	9.133586528296752e-09	0.4591175123925818	0.15545364787814428	2	ras	6
ras	PI3KActive	0.9970260658958836	2.486309801116209e-11	1.0	0.0	2	ras	6
ras	Raf1Active	-0.30173217344807424	0.3671898548443925	-0.22111389044989718	0.5135066379236091	2	ras	7
ras	SosActive	-0.03924230246777648	0.9087996576949119	0.3027650354097492	0.3654701836821982	2	ras	7
ras	RasActive	-0.20455123654299376	0.5462906502479636	0.06689458755944952	0.8450657602649579	2	ras	7
ras	C3GActive	-0.20172618467176676	0.5519659937506813	-0.40451991747794525	0.21719492230471593	2	ras	7
ras	Rap1Active	-0.1046512342353532	0.7594376991276395	0.10000000000000002	0.7698749998921366	2	ras	7
